BlockCount,SuccessfulBlockCount,BlockPerMinute,DodgeCount,SuccessfulDodgeCount,DodgePerMinute,PanicDodges,DodgeDirection,JumpCount,SprintCount,AttackCount,SuccessfulAttackCount,AttackPerMinute,DamageDealt,DamageTaken,IsDied
6,4,0.88,0,0,0.0,0,3,0,1,16,5,2.34,70,218,1
0,0,0.0,3,2,0.56,0,2,4,1,25,12,4.7,232,25,0
0,0,0.0,3,2,0.59,0,0,0,0,15,11,2.93,343,20,0
6,3,2.1,10,5,3.5,2,1,3,7,21,13,7.35,399,121,0
9,4,1.35,4,2,0.6,1,1,10,3,25,14,3.76,274,167,0
1,1,0.28,4,1,1.1,1,3,5,14,22,12,6.06,297,25,0
0,0,0.0,4,2,0.8,1,0,5,5,22,10,4.42,280,15,0
4,3,1.08,2,1,0.54,0,0,4,1,0,0,0.0,0,115,1
3,2,1.07,1,1,0.36,0,3,14,9,23,14,8.21,199,66,0
4,2,0.69,0,0,0.0,0,0,9,6,19,9,3.29,309,42,0
1,1,0.43,0,0,0.0,0,0,2,2,16,10,6.88,254,37,0
8,6,1.23,4,2,0.62,0,3,3,12,21,14,3.23,483,40,0
0,0,0.0,0,0,0.0,0,2,5,2,16,6,4.1,111,177,1
3,3,1.5,2,1,1.0,0,0,4,11,29,15,14.49,414,74,0
0,0,0.0,8,5,1.58,1,0,3,9,17,8,3.36,125,67,0
0,0,0.0,9,7,3.95,1,0,0,14,18,11,7.89,182,45,0
0,0,0.0,4,1,1.09,1,0,2,1,20,8,5.47,182,92,0
4,3,0.64,5,4,0.8,0,3,7,1,20,12,3.2,216,107,0
0,0,0.0,4,2,1.68,1,1,9,0,19,13,8.0,184,26,0
5,4,0.71,1,1,0.14,0,2,0,2,25,12,3.55,199,39,0
1,1,0.49,9,5,4.45,2,3,8,3,20,14,9.89,153,57,0
5,3,1.44,1,1,0.29,0,1,3,13,22,16,6.32,442,42,0
3,2,0.47,0,0,0.0,0,0,1,1,15,5,2.33,112,61,0
2,1,0.51,1,1,0.26,0,1,0,6,10,4,2.57,49,93,1
0,0,0.0,2,1,0.77,0,3,5,5,16,12,6.13,172,57,0
2,1,0.48,4,3,0.96,0,3,0,11,17,12,4.09,151,47,0
0,0,0.0,0,0,0.0,0,0,2,4,28,10,7.73,253,59,0
5,3,0.71,6,2,0.85,1,2,6,2,20,6,2.83,74,122,0
4,2,1.03,8,5,2.06,1,1,8,9,21,8,5.41,231,48,0
3,2,0.45,0,0,0.0,0,3,3,0,15,11,2.23,116,160,1
1,1,0.14,4,2,0.54,1,0,1,11,22,8,2.99,130,14,0
0,0,0.0,1,1,0.22,0,1,4,2,19,10,4.13,323,16,0
0,0,0.0,3,2,0.4,0,3,7,5,17,12,2.28,336,60,0
2,1,0.47,1,1,0.23,0,1,4,10,15,5,3.52,59,29,0
2,1,0.26,0,0,0.0,0,1,6,5,6,3,0.77,92,99,1
8,4,3.15,1,1,0.39,0,0,0,4,0,0,0.0,0,205,1
0,0,0.0,2,2,0.33,0,0,8,6,21,14,3.43,436,61,0
5,3,1.01,3,1,0.6,1,0,6,9,20,9,4.03,225,96,0
0,0,0.0,2,1,0.46,0,3,0,3,18,11,4.16,298,28,0
1,1,0.17,5,2,0.86,1,0,3,7,14,8,2.42,279,70,0
2,1,0.32,7,3,1.12,1,1,7,5,23,9,3.7,142,39,0
2,1,0.99,0,0,0.0,0,2,1,1,13,4,6.42,102,173,1
2,1,0.67,0,0,0.0,0,0,1,3,0,0,0.0,0,198,1
5,4,0.8,4,2,0.64,1,1,2,0,6,3,0.96,33,129,1
1,1,0.17,2,1,0.33,0,2,4,8,6,4,1.0,41,126,1
2,2,0.26,4,3,0.51,0,3,4,3,4,3,0.51,39,154,1
2,1,0.3,0,0,0.0,0,2,7,0,8,4,1.22,105,164,1
3,2,0.39,3,2,0.39,0,2,7,4,9,5,1.17,121,150,1
3,2,0.48,1,1,0.16,0,0,0,3,2,1,0.32,24,139,1
4,3,1.06,7,4,1.85,1,3,2,9,19,13,5.02,140,106,0
4,2,1.52,1,1,0.38,0,0,0,3,0,0,0.0,0,204,1
4,3,0.6,2,1,0.3,0,2,5,7,22,9,3.29,298,57,0
2,1,0.34,0,0,0.0,0,0,3,3,10,4,1.71,80,178,1
1,1,0.44,2,2,0.87,0,3,8,8,20,11,8.74,282,20,0
0,0,0.0,3,2,0.72,0,2,8,8,11,6,2.64,177,92,1
4,3,0.52,0,0,0.0,0,2,2,4,4,2,0.52,59,136,1
0,0,0.0,1,1,0.2,0,0,0,0,3,1,0.6,23,128,1
0,0,0.0,0,0,0.0,0,1,5,4,18,11,3.92,346,74,0
4,3,0.84,3,2,0.63,0,2,0,5,12,5,2.53,99,89,0
5,4,1.54,2,1,0.61,0,2,2,6,16,6,4.92,193,41,0
0,0,0.0,5,2,1.19,1,0,7,5,8,4,1.9,64,150,1
5,4,1.19,7,5,1.66,1,3,7,0,24,10,5.69,170,19,0
0,0,0.0,1,1,0.43,0,3,0,0,2,1,0.86,11,101,1
0,0,0.0,0,0,0.0,0,0,10,6,16,7,2.42,209,187,1
4,3,0.89,2,1,0.44,0,3,2,5,23,12,5.11,245,29,0
11,5,1.59,3,2,0.43,0,1,7,3,18,10,2.6,157,97,0
3,2,0.42,8,6,1.13,1,1,2,5,7,3,0.99,47,212,1
0,0,0.0,3,2,0.92,0,0,3,3,9,3,2.75,98,125,1
1,1,0.17,9,5,1.51,2,1,1,2,18,13,3.03,401,23,0
2,2,0.41,0,0,0.0,0,2,0,2,5,2,1.03,48,183,1
6,3,0.82,0,0,0.0,0,1,4,7,21,10,2.88,254,102,0
6,3,1.82,7,4,2.12,1,2,5,2,17,5,5.16,109,84,0
0,0,0.0,4,2,0.66,1,2,3,2,12,6,1.98,119,175,1
0,0,0.0,4,2,0.71,1,2,10,4,19,10,3.36,329,39,0
2,2,0.53,0,0,0.0,0,0,0,0,0,0,0.0,0,123,1
3,2,1.06,0,0,0.0,0,3,11,15,23,14,8.16,286,52,0
5,3,0.85,4,2,0.68,1,1,6,0,19,7,3.21,130,48,0
10,4,1.55,3,1,0.47,0,0,12,7,16,7,2.49,157,129,0
0,0,0.0,15,6,3.85,4,0,0,1,26,17,6.68,364,72,0
0,0,0.0,0,0,0.0,0,1,4,5,4,3,0.68,69,120,1
1,1,0.23,1,1,0.23,0,3,5,3,18,7,4.12,94,97,1
5,3,0.8,2,1,0.32,0,1,5,8,17,9,2.71,205,57,0
6,3,1.88,7,4,2.19,1,2,7,0,20,8,6.26,128,125,0
7,5,0.95,0,0,0.0,0,0,2,0,22,7,3.0,102,43,0
3,2,0.81,6,5,1.61,0,1,0,3,18,8,4.83,93,81,0
13,10,3.09,0,0,0.0,0,3,4,11,20,7,4.75,203,99,0
0,0,0.0,0,0,0.0,0,2,3,1,8,5,3.41,103,154,1
0,0,0.0,3,1,1.12,1,0,4,0,17,9,6.37,231,37,0
0,0,0.0,0,0,0.0,0,1,1,3,2,1,0.39,28,106,1
1,1,0.28,3,2,0.83,0,0,10,2,10,3,2.77,81,100,1
3,2,0.43,4,3,0.57,0,1,5,2,16,11,2.28,239,114,1
8,5,3.83,2,1,0.96,0,2,1,0,23,9,11.01,177,57,0
10,8,2.34,1,1,0.23,0,2,0,0,24,14,5.61,272,39,0
5,2,1.24,0,0,0.0,0,0,8,2,21,9,5.22,234,94,0
0,0,0.0,1,1,0.47,0,3,4,5,20,11,9.45,246,86,0
10,7,3.64,6,2,2.18,1,1,0,5,21,9,7.65,281,57,0
2,1,0.45,0,0,0.0,0,1,13,3,19,6,4.24,191,107,0
6,3,1.21,10,7,2.02,1,1,0,0,21,8,4.24,114,140,0
6,4,1.36,2,1,0.45,0,2,11,2,14,5,3.16,67,176,1
2,1,0.39,1,1,0.19,0,1,0,6,21,10,4.05,258,99,0
3,2,0.54,3,2,0.54,0,1,9,7,21,13,3.77,228,50,0
0,0,0.0,3,2,1.46,0,1,2,4,17,7,8.25,73,17,0
6,4,1.25,2,1,0.42,0,0,2,8,22,7,4.6,226,84,0
11,5,1.41,1,1,0.13,0,3,4,1,0,0,0.0,0,153,1
1,1,0.2,1,1,0.2,0,1,4,0,0,0,0.0,0,120,1
0,0,0.0,0,0,0.0,0,0,5,14,25,18,4.12,503,100,0
1,1,0.26,6,3,1.55,1,2,5,0,4,2,1.03,58,191,1
7,5,1.05,1,1,0.15,0,3,0,0,17,9,2.56,135,55,0
3,1,0.45,5,3,0.75,1,3,6,11,26,15,3.92,238,50,0
4,3,0.78,5,4,0.98,0,1,4,4,20,14,3.9,322,25,0
6,2,0.76,1,1,0.13,0,0,6,8,21,14,2.67,200,76,0
4,2,1.45,6,2,2.18,1,1,4,1,22,10,7.99,176,81,0
0,0,0.0,3,2,1.43,0,0,4,1,23,9,10.94,162,84,0
3,2,0.45,3,1,0.45,1,3,5,8,16,7,2.42,98,70,0
0,0,0.0,0,0,0.0,0,0,10,13,20,11,2.92,166,92,0
2,1,0.73,2,1,0.73,0,0,8,5,5,3,1.84,89,204,1
0,0,0.0,2,1,0.56,0,1,7,9,23,12,6.4,170,86,0
8,4,3.8,4,2,1.9,1,1,4,2,24,8,11.4,86,54,0
0,0,0.0,2,1,0.53,0,2,3,0,21,13,5.59,335,152,1
0,0,0.0,4,2,0.6,1,1,1,1,15,10,2.26,344,183,1
4,2,0.78,3,2,0.59,0,0,2,2,18,8,3.52,146,36,0
10,5,2.45,0,0,0.0,0,0,3,1,8,5,1.96,65,215,1
4,3,0.95,3,1,0.71,1,1,0,3,8,4,1.89,97,137,1
2,1,1.0,2,1,1.0,0,0,3,5,18,13,8.96,425,23,0
3,1,0.79,2,1,0.53,0,2,1,4,0,0,0.0,0,141,1
2,1,0.34,1,1,0.17,0,1,2,0,19,10,3.23,256,53,0
2,1,0.25,1,1,0.13,0,2,0,1,4,2,0.51,36,177,1
5,3,0.71,0,0,0.0,0,3,5,6,18,13,2.54,306,99,0
0,0,0.0,5,2,2.33,1,3,4,2,14,7,6.54,86,117,1
0,0,0.0,0,0,0.0,0,3,4,17,19,8,2.57,216,48,0
2,1,0.3,0,0,0.0,0,0,0,1,0,0,0.0,0,190,1
0,0,0.0,1,1,0.15,0,0,3,5,5,2,0.75,68,139,1
7,6,1.47,1,1,0.21,0,0,5,3,0,0,0.0,0,156,1
0,0,0.0,4,2,0.91,0,3,2,2,0,0,0.0,0,148,1
6,4,1.57,1,1,0.26,0,3,0,5,26,16,6.81,378,58,0
0,0,0.0,2,1,0.84,0,3,1,0,6,3,2.51,83,103,1
3,2,0.89,0,0,0.0,0,0,3,12,22,9,6.53,268,85,0
6,5,1.72,2,1,0.57,0,3,6,11,20,9,5.75,134,34,0
0,0,0.0,5,2,1.02,1,1,0,0,8,3,1.63,50,92,1
7,6,1.08,3,2,0.46,0,0,5,11,21,8,3.24,183,29,0
6,3,1.24,6,4,1.24,1,1,2,3,10,6,2.06,110,124,1
3,1,1.28,4,2,1.7,1,0,0,4,12,5,5.11,158,130,1
6,2,0.77,0,0,0.0,0,1,7,2,8,4,1.03,87,184,1
4,3,0.52,0,0,0.0,0,0,5,0,22,10,2.87,300,81,0
2,1,0.3,1,1,0.15,0,1,2,8,2,1,0.3,25,170,1
2,2,0.25,0,0,0.0,0,2,9,7,10,5,1.26,147,155,1
1,1,0.19,5,3,0.95,1,3,9,4,21,7,3.99,128,72,0
4,3,0.51,0,0,0.0,0,2,10,5,0,0,0.0,0,179,1
0,0,0.0,0,0,0.0,0,1,0,12,21,12,8.56,202,97,0
8,6,1.91,1,1,0.24,0,3,4,9,25,14,5.96,331,59,0
5,4,1.49,3,2,0.89,0,3,6,5,1,1,0.3,15,143,1
8,6,2.52,0,0,0.0,0,0,7,8,25,12,7.87,263,49,0
10,8,3.52,6,3,2.11,1,1,5,12,22,7,7.73,126,92,0
2,1,0.35,6,3,1.05,1,0,8,0,21,11,3.66,183,81,0
9,6,1.35,2,2,0.3,0,0,7,17,19,10,2.84,342,99,0
7,3,1.28,1,1,0.18,0,2,4,6,0,0,0.0,0,119,1
0,0,0.0,2,1,0.69,0,3,2,8,16,6,5.55,178,25,0
4,3,0.58,5,3,0.73,1,0,0,1,0,0,0.0,0,115,1
0,0,0.0,3,2,0.52,0,3,7,10,18,6,3.1,63,54,0
0,0,0.0,4,2,0.92,1,3,0,2,5,3,1.16,82,144,1
10,6,1.65,5,2,0.83,1,3,2,8,19,7,3.14,114,78,0
1,1,0.28,1,1,0.28,0,0,8,6,16,7,4.5,77,40,0
0,0,0.0,3,2,0.74,0,3,0,0,8,3,1.97,60,106,1
6,4,0.8,6,3,0.8,1,0,8,12,15,11,2.0,367,48,0
1,1,0.27,1,1,0.27,0,1,10,3,12,8,3.21,82,141,1
14,7,2.9,5,4,1.04,0,0,0,2,25,10,5.19,247,90,0
5,3,0.68,4,2,0.54,1,0,4,5,1,1,0.14,23,203,1
0,0,0.0,1,1,0.16,0,2,2,3,8,3,1.28,96,189,1
4,3,1.69,0,0,0.0,0,1,0,4,5,3,2.11,36,146,1
8,4,2.77,7,3,2.43,2,0,4,3,20,6,6.94,162,120,0
6,5,2.93,7,5,3.42,1,0,6,0,20,12,9.77,324,53,0
2,1,0.35,6,3,1.04,1,2,3,1,18,10,3.11,267,75,0
0,0,0.0,1,1,0.21,0,0,2,11,21,15,4.48,503,75,0
0,0,0.0,5,3,1.78,1,3,1,2,3,1,1.07,31,132,1
6,3,0.77,5,3,0.65,1,0,6,12,15,10,1.94,110,122,0
8,5,1.55,2,1,0.39,0,0,3,9,20,13,3.86,283,41,0
10,6,2.9,1,1,0.29,0,1,8,0,18,6,5.22,120,136,0
0,0,0.0,8,6,1.6,1,1,8,5,11,5,2.2,89,81,1
0,0,0.0,5,4,0.82,0,1,4,5,7,3,1.15,64,83,1
5,4,2.03,0,0,0.0,0,0,5,2,7,3,2.85,59,95,1
5,4,1.37,0,0,0.0,0,3,2,0,13,5,3.56,104,53,0
3,2,0.44,0,0,0.0,0,2,6,2,13,7,1.9,241,118,1
7,3,1.47,2,1,0.42,0,0,3,1,5,2,1.05,24,147,1
4,2,0.76,2,1,0.38,0,1,3,4,20,15,3.79,496,101,0
0,0,0.0,2,1,0.44,0,3,6,5,4,1,0.87,22,117,1
1,1,0.44,0,0,0.0,0,0,3,8,8,6,3.53,154,95,1
0,0,0.0,5,3,1.67,0,0,4,1,15,6,5.01,185,145,1
11,5,2.35,5,2,1.07,1,2,5,13,16,10,3.42,190,107,0
1,1,0.31,1,1,0.31,0,2,6,5,17,8,5.22,166,161,1
0,0,0.0,5,2,2.17,1,1,3,2,21,8,9.13,162,79,0
2,1,0.28,4,3,0.57,0,0,1,2,17,12,2.41,232,30,0
3,2,0.38,8,4,1.01,2,0,9,5,20,9,2.54,298,80,0
0,0,0.0,5,2,0.74,1,2,9,14,19,11,2.81,338,31,0
1,1,0.14,3,2,0.42,0,0,0,0,3,2,0.42,25,160,1
5,3,1.45,3,2,0.87,0,1,4,0,22,11,6.37,140,122,0
5,2,0.64,4,3,0.52,0,1,11,2,1,1,0.13,21,222,1
0,0,0.0,2,1,0.63,0,0,3,11,14,9,4.4,112,46,0
2,1,0.26,5,3,0.65,1,3,0,9,19,6,2.46,153,42,0
7,3,0.88,0,0,0.0,0,3,3,0,20,12,2.51,163,88,0
2,1,0.32,2,1,0.32,0,2,12,3,12,8,1.91,184,188,1
3,1,0.38,2,1,0.25,0,0,4,5,15,5,1.9,51,38,0
5,3,0.92,0,0,0.0,0,0,3,8,25,9,4.61,161,82,0
0,0,0.0,10,8,2.81,1,1,1,11,21,13,5.9,350,10,0
0,0,0.0,6,3,1.3,1,0,2,6,5,2,1.08,44,136,1
5,2,0.9,1,1,0.18,0,3,1,1,14,7,2.52,241,225,1
9,4,3.69,3,1,1.23,0,0,0,0,24,9,9.84,287,137,0
4,2,0.7,4,2,0.7,1,1,0,0,0,0,0.0,0,151,1
2,1,0.25,0,0,0.0,0,1,6,2,8,3,1.01,33,105,1
0,0,0.0,4,2,1.27,0,2,0,0,10,5,3.18,156,127,1
0,0,0.0,9,3,1.33,2,0,4,2,20,13,2.96,426,57,0
1,1,0.13,3,2,0.4,0,1,2,3,11,5,1.48,153,124,1
12,5,1.57,4,3,0.52,0,0,5,1,22,11,2.87,145,159,0
0,0,0.0,4,2,0.52,1,3,0,1,13,10,1.68,349,199,1
3,2,0.58,2,1,0.39,0,0,13,0,19,12,3.7,198,71,0
7,6,0.89,0,0,0.0,0,3,5,8,23,16,2.92,450,78,0
1,1,0.15,0,0,0.0,0,3,6,1,12,6,1.83,196,167,1
0,0,0.0,11,7,3.7,2,0,6,4,20,13,6.73,207,93,0
0,0,0.0,5,4,1.03,0,2,4,3,23,7,4.73,229,94,0
0,0,0.0,4,3,0.63,0,0,0,4,20,7,3.17,124,56,0
6,3,1.72,1,1,0.29,0,3,6,9,26,10,7.46,344,60,0
3,2,0.51,2,2,0.34,0,1,1,2,8,4,1.37,68,203,1
0,0,0.0,1,1,0.17,0,0,4,3,12,8,2.0,271,103,1
0,0,0.0,0,0,0.0,0,1,5,3,16,7,5.38,79,99,1
2,1,0.37,1,1,0.19,0,0,9,5,0,0,0.0,0,120,1
8,6,1.21,2,1,0.3,0,3,4,7,19,12,2.87,280,38,0
0,0,0.0,0,0,0.0,0,0,3,4,7,4,1.4,88,148,1
6,4,2.89,2,1,0.96,0,2,7,14,22,10,10.61,156,70,0
2,1,0.97,5,3,2.43,1,1,4,10,21,12,10.22,332,95,0
0,0,0.0,1,1,0.24,0,3,7,2,4,2,0.97,30,117,1
4,2,0.53,4,2,0.53,1,0,5,3,19,6,2.51,143,88,0
4,2,1.19,0,0,0.0,0,1,3,4,7,5,2.08,82,169,1
2,2,0.34,0,0,0.0,0,1,0,7,13,5,2.24,169,132,1
7,3,2.1,6,3,1.8,1,2,8,3,24,8,7.2,86,81,0
0,0,0.0,2,1,0.51,0,0,2,0,6,4,1.53,60,178,1
4,2,0.56,2,2,0.28,0,0,2,2,19,8,2.68,128,27,0
0,0,0.0,2,1,0.31,0,0,4,1,23,14,3.61,285,121,1
0,0,0.0,4,3,1.55,0,2,8,6,22,10,8.55,158,37,0
6,4,1.31,4,2,0.87,1,0,2,0,20,10,4.37,223,62,0
5,3,2.3,1,1,0.46,0,1,4,2,20,8,9.2,254,123,0
0,0,0.0,2,1,0.41,0,0,5,9,20,9,4.09,250,26,0
0,0,0.0,0,0,0.0,0,3,10,0,19,9,3.18,220,38,0
8,4,2.95,1,1,0.37,0,3,3,6,21,13,7.75,159,108,0
1,1,0.27,0,0,0.0,0,1,8,1,2,1,0.54,27,190,1
1,1,0.23,4,2,0.91,1,1,4,4,20,14,4.56,198,48,0
7,5,0.93,6,2,0.8,2,0,4,8,22,7,2.93,208,96,0
6,3,0.75,1,1,0.13,0,0,2,2,17,9,2.14,146,115,0
12,8,5.29,8,6,3.53,1,0,4,4,22,12,9.69,245,88,0
3,1,0.46,7,4,1.07,1,2,0,0,14,10,2.13,188,59,0
0,0,0.0,2,1,0.47,0,1,3,0,5,2,1.18,63,101,1
1,1,0.23,4,2,0.92,1,3,6,9,19,11,4.36,145,85,0
0,0,0.0,0,0,0.0,0,1,5,0,20,14,3.06,338,14,0
2,2,0.27,1,1,0.13,0,2,2,2,17,7,2.26,95,186,1
0,0,0.0,8,6,1.04,0,1,2,6,23,16,2.98,442,71,0
1,1,0.18,5,3,0.92,1,1,6,13,19,6,3.48,196,61,0
0,0,0.0,0,0,0.0,0,0,13,10,18,11,4.34,230,88,1
5,3,0.74,0,0,0.0,0,1,0,2,16,12,2.38,266,76,0
0,0,0.0,5,3,1.43,1,1,8,5,14,8,3.99,265,178,1
13,11,2.41,7,5,1.3,1,2,4,8,24,12,4.46,276,71,0
0,0,0.0,0,0,0.0,0,3,4,3,1,1,0.24,22,197,1
3,2,0.51,2,1,0.34,0,0,8,1,1,1,0.17,24,128,1
4,3,1.16,3,2,0.87,0,0,5,3,17,9,4.94,245,199,1
2,1,0.64,5,3,1.59,1,1,15,7,19,6,6.03,76,101,0
7,5,0.93,0,0,0.0,0,1,0,4,10,6,1.33,183,185,1
0,0,0.0,1,1,0.38,0,0,0,0,11,6,4.21,125,148,1
13,10,2.58,2,1,0.4,0,2,1,3,13,5,2.58,59,135,1
4,3,1.2,2,1,0.6,0,3,12,8,22,9,6.62,267,23,0
8,5,3.58,4,3,1.79,0,3,9,7,18,6,8.06,117,135,0
6,3,2.71,4,2,1.8,0,0,1,6,24,13,10.83,163,121,0
4,3,1.31,0,0,0.0,0,3,5,3,12,7,3.93,181,184,1
1,1,0.14,0,0,0.0,0,2,0,0,11,6,1.53,192,189,1
8,4,2.17,3,2,0.81,0,1,6,8,22,15,5.95,483,87,0
0,0,0.0,2,1,0.26,0,1,6,6,18,12,2.34,407,42,0
4,3,0.73,4,2,0.73,1,3,2,11,23,13,4.19,412,55,0
5,4,1.08,3,1,0.65,1,1,6,0,16,5,3.46,50,51,0
0,0,0.0,1,1,0.18,0,1,7,8,21,13,3.83,254,66,0
11,8,2.16,3,1,0.59,1,1,6,11,22,11,4.31,335,60,0
7,6,1.07,0,0,0.0,0,1,9,1,17,9,2.59,172,95,0
6,3,1.62,6,3,1.62,1,0,10,9,13,8,3.52,200,102,0
0,0,0.0,1,1,0.24,0,3,0,7,10,5,2.43,126,156,1
3,3,0.41,4,2,0.54,1,2,10,9,20,14,2.72,268,87,0
6,3,0.78,5,3,0.65,1,2,1,1,7,3,0.91,98,155,1
2,2,0.27,0,0,0.0,0,0,3,3,0,0,0.0,0,120,1
2,1,0.44,1,1,0.22,0,2,0,2,7,2,1.55,43,167,1
3,2,0.45,6,3,0.9,1,0,2,3,22,16,3.29,559,64,0
7,6,1.44,3,2,0.62,0,0,5,8,21,7,4.32,156,72,0
4,2,0.8,0,0,0.0,0,1,0,6,0,0,0.0,0,187,1
1,1,0.31,2,1,0.62,0,1,2,2,27,12,8.36,274,97,0
3,2,0.54,0,0,0.0,0,1,4,9,18,8,3.25,243,79,0
0,0,0.0,0,0,0.0,0,0,3,8,20,8,6.42,235,79,0
5,2,1.25,2,1,0.5,0,1,2,1,22,12,5.51,357,178,1
6,3,0.84,6,2,0.84,2,0,4,4,22,11,3.09,305,45,0
0,0,0.0,4,2,1.23,1,3,2,3,1,1,0.31,16,100,1
0,0,0.0,1,1,0.41,0,1,3,9,26,12,10.71,379,49,0
6,4,2.49,3,2,1.24,0,2,0,19,20,13,8.28,420,69,0
2,1,0.26,4,2,0.52,1,0,9,4,17,10,2.22,149,52,0
5,4,0.99,4,3,0.79,0,0,3,1,0,0,0.0,0,119,1
4,2,0.9,0,0,0.0,0,3,0,2,14,9,3.14,310,127,1
0,0,0.0,9,4,1.31,2,0,2,5,17,7,2.48,222,66,0
1,1,0.14,5,2,0.71,1,1,3,1,0,0,0.0,0,128,1
0,0,0.0,8,3,2.0,2,2,2,5,18,8,4.51,257,16,0
4,2,0.65,0,0,0.0,0,0,7,0,8,5,1.3,118,106,1
7,3,1.06,2,1,0.3,0,3,4,7,20,15,3.02,392,55,0
6,4,1.01,5,2,0.84,1,1,7,15,20,10,3.37,236,116,0
12,7,4.12,0,0,0.0,0,0,8,4,26,8,8.94,90,44,0
0,0,0.0,4,3,0.55,0,0,9,12,17,6,2.34,172,26,0
3,2,0.57,5,2,0.96,1,0,7,1,12,5,2.29,113,98,1
0,0,0.0,2,1,0.54,0,3,2,5,22,12,5.95,314,53,0
0,0,0.0,0,0,0.0,0,2,8,6,16,5,3.52,113,14,0
11,8,4.94,0,0,0.0,0,0,4,0,6,4,2.7,89,122,1
3,1,1.08,0,0,0.0,0,0,8,0,18,8,6.5,114,112,0
3,1,0.46,3,2,0.46,0,2,8,4,17,12,2.58,204,83,0
5,2,2.5,3,1,1.5,0,1,6,8,20,13,10.0,182,60,0
0,0,0.0,6,3,1.33,1,1,6,5,0,0,0.0,0,130,1
0,0,0.0,1,1,0.19,0,1,8,3,8,5,1.56,172,164,1
0,0,0.0,3,2,1.29,0,0,6,11,19,11,8.16,152,41,0
5,4,0.64,5,4,0.64,0,2,0,11,20,12,2.55,201,78,0
11,8,3.28,4,2,1.19,1,3,5,6,14,8,4.17,198,120,0
1,1,0.26,9,5,2.35,1,0,5,8,27,15,7.06,379,27,0
2,2,0.52,0,0,0.0,0,1,0,3,0,0,0.0,0,81,1
9,4,2.66,6,2,1.77,1,1,2,0,19,12,5.62,358,59,0
10,5,4.98,4,1,1.99,1,1,7,18,22,14,10.95,415,82,0
0,0,0.0,11,7,1.73,2,0,4,0,18,12,2.82,191,13,0
0,0,0.0,4,3,0.51,0,3,5,8,3,1,0.38,17,190,1
0,0,0.0,2,1,0.6,0,1,7,0,10,3,2.99,100,190,1
0,0,0.0,0,0,0.0,0,1,1,0,5,3,0.84,92,199,1
4,2,0.62,2,1,0.31,0,0,8,6,18,10,2.79,274,43,0
7,3,0.99,4,1,0.56,1,0,6,7,19,13,2.68,157,131,0
4,2,0.88,1,1,0.22,0,0,6,9,23,11,5.07,225,114,0
2,2,0.52,0,0,0.0,0,2,4,0,12,7,3.14,168,181,1
4,2,1.01,0,0,0.0,0,0,10,1,0,0,0.0,0,204,1
0,0,0.0,0,0,0.0,0,2,4,6,10,3,1.59,64,108,1
6,3,0.87,0,0,0.0,0,1,1,2,10,6,1.45,150,134,1
4,2,1.29,2,1,0.65,0,1,6,10,21,14,6.8,255,93,0
1,1,0.24,1,1,0.24,0,1,8,9,15,6,3.55,177,88,0
4,3,0.54,1,1,0.13,0,1,1,1,18,10,2.43,310,89,0
6,2,0.88,4,2,0.58,1,0,1,3,21,12,3.07,217,99,0
12,10,1.52,3,1,0.38,1,0,7,0,22,8,2.78,248,99,0
10,7,1.53,3,1,0.46,1,2,2,10,8,3,1.23,38,155,1
4,3,0.92,3,2,0.69,0,2,14,20,22,16,5.05,495,49,0
3,2,0.54,6,4,1.08,0,0,1,1,22,10,3.97,138,26,0
1,1,0.17,2,1,0.34,0,1,0,4,28,11,4.69,133,94,0
12,7,4.86,4,2,1.62,1,0,12,1,23,9,9.31,234,89,0
0,0,0.0,5,4,0.95,0,0,3,3,19,11,3.61,240,100,1
4,2,0.64,5,2,0.8,1,0,11,5,18,10,2.88,327,57,0
5,2,1.66,7,3,2.33,2,3,4,13,23,14,7.66,267,140,0
1,1,0.15,0,0,0.0,0,0,3,2,22,7,3.29,120,175,1
0,0,0.0,3,2,0.55,0,0,0,4,20,14,3.63,315,80,0
5,2,0.65,4,3,0.52,0,0,4,10,16,8,2.07,171,113,0
0,0,0.0,3,1,1.33,1,0,0,6,13,6,5.77,112,49,0
3,3,0.84,0,0,0.0,0,2,2,1,20,10,5.57,273,44,0
0,0,0.0,0,0,0.0,0,0,4,4,7,3,1.25,87,95,1
0,0,0.0,3,1,0.79,0,0,5,6,21,14,5.56,439,92,0
11,7,1.75,10,5,1.59,2,2,0,0,21,15,3.34,515,112,0
7,6,1.07,2,1,0.31,0,0,4,7,27,12,4.12,200,37,0
3,1,1.15,2,2,0.76,0,2,2,10,15,10,5.74,279,120,0
7,5,1.38,9,4,1.77,2,1,10,3,18,12,3.54,238,56,0
0,0,0.0,8,6,1.58,0,0,3,5,15,11,2.97,296,113,1
13,11,3.08,4,2,0.95,1,2,3,6,24,10,5.69,219,104,0
2,1,0.26,6,4,0.79,1,0,7,8,16,9,2.11,314,35,0
0,0,0.0,0,0,0.0,0,1,8,14,16,7,2.3,198,81,0
4,3,0.65,0,0,0.0,0,1,0,2,4,3,0.65,101,102,1
7,6,1.11,1,1,0.16,0,0,9,9,23,7,3.66,216,103,0
9,6,1.89,2,1,0.42,0,2,3,0,23,13,4.82,423,50,0
1,1,0.13,2,1,0.27,0,3,0,6,10,5,1.33,152,180,1
4,3,0.65,3,1,0.49,1,3,0,2,7,3,1.13,64,194,1
