BlockCount,SuccessfulBlockCount,BlockPerMinute,DodgeCount,SuccessfulDodgeCount,DodgePerMinute,PanicDodges,DodgeDirection,JumpCount,SprintCount,AttackCount,SuccessfulAttackCount,AttackPerMinute,DamageDealt,DamageTaken,IsDied,label
0,0,0.0,7,5,1.37,0,2,5,7,22,9,4.38,203,97,1,1
0,0,0.0,0,0,0.0,1,0,5,4,14,8,2.77,120,18,0,1
2,2,0.48,8,3,1.63,0,1,0,11,21,14,4.11,139,107,0,1
2,0,0.52,2,2,0.35,0,1,0,0,3,0,0.65,25,128,0,3
9,7,1.84,0,0,0.0,0,0,3,13,15,7,3.01,155,86,1,0
6,1,1.23,6,2,1.13,0,1,4,6,25,8,4.91,82,86,1,0
1,1,0.17,5,3,0.96,1,0,10,4,15,6,2.94,178,31,1,1
9,5,1.8,2,2,0.33,2,1,0,1,9,6,1.76,246,142,0,2
0,0,0.0,3,0,0.6,2,1,4,0,8,2,1.66,85,97,1,3
9,6,1.74,5,0,1.05,0,1,0,3,19,7,3.82,159,87,0,0
0,0,0.0,1,0,0.14,0,3,0,8,21,9,4.18,219,62,0,1
0,0,0.0,7,1,1.42,0,2,5,3,20,14,3.9,268,64,1,1
0,0,0.0,0,0,0.0,0,3,5,9,19,11,3.8,123,12,0,1
6,6,1.29,6,1,1.15,1,1,9,7,19,7,3.78,119,135,1,0
1,0,0.24,3,0,0.58,1,1,6,2,24,17,4.75,358,33,1,1
4,4,0.75,2,2,0.43,0,1,6,3,18,9,3.64,262,106,0,2
3,3,0.61,1,1,0.25,0,2,3,5,16,10,3.17,133,172,1,2
14,7,2.81,9,8,1.82,0,0,5,0,17,6,3.44,115,82,0,0
5,0,1.01,5,3,1.0,0,1,9,4,20,13,3.96,261,22,1,1
0,0,0.0,0,0,0.0,0,2,1,1,4,0,0.75,30,105,1,3
2,0,0.42,3,1,0.56,0,2,6,6,25,17,4.91,340,64,0,1
4,1,0.86,2,1,0.4,0,0,5,0,18,6,3.57,130,50,1,1
2,2,0.31,1,1,0.13,0,0,8,0,21,14,4.18,244,95,1,1
12,6,2.38,10,4,1.99,4,0,0,0,23,13,4.52,515,110,0,0
3,2,0.54,2,2,0.48,0,3,3,1,19,6,3.73,208,92,0,1
7,4,1.36,3,0,0.58,1,0,2,7,16,11,3.24,252,31,0,0
0,0,0.0,4,3,0.86,3,3,1,8,14,4,2.82,92,97,0,1
0,0,0.0,7,5,1.43,3,3,14,4,20,8,4.07,105,100,0,1
0,0,0.0,0,0,0.0,2,2,8,4,17,6,3.3,126,99,1,1
4,2,0.8,8,4,1.44,0,2,11,11,12,8,2.47,200,102,0,1
0,0,0.0,0,0,0.0,0,3,4,6,19,8,3.74,189,32,0,1
2,2,0.31,2,0,0.43,0,0,7,11,14,9,2.72,263,64,0,1
7,4,1.41,3,3,0.64,1,0,10,0,3,0,0.61,23,220,0,2
3,2,0.6,5,2,1.06,3,3,2,3,22,17,4.28,557,65,0,0
4,1,0.73,6,5,1.23,0,0,8,4,22,10,4.43,142,40,1,1
6,5,1.15,4,1,0.81,0,0,4,1,18,10,3.59,246,39,0,0
3,3,0.69,6,6,1.15,1,0,8,5,22,10,4.34,154,107,0,1
9,2,1.78,2,0,0.3,1,1,3,4,3,3,0.65,51,157,0,2
10,5,2.0,0,0,0.0,0,1,2,3,20,14,3.97,372,88,0,0
0,0,0.0,6,5,1.17,0,0,2,0,15,4,2.98,74,171,0,1
0,0,0.0,6,3,1.18,1,1,0,4,4,1,0.83,29,130,0,3
5,5,1.07,7,5,1.45,1,1,0,12,15,9,2.95,175,36,0,0
10,2,1.96,2,2,0.4,0,3,2,6,19,5,3.72,212,106,1,0
11,8,2.18,0,0,0.0,0,0,7,1,19,5,3.77,161,108,1,0
0,0,0.0,3,3,0.51,0,0,1,8,12,10,2.32,226,132,0,1
0,0,0.0,4,1,0.78,0,1,0,3,20,10,3.95,180,90,0,1
6,1,1.16,6,4,1.2,0,3,6,6,20,9,3.92,211,21,0,0
2,0,0.4,9,5,1.84,3,0,3,10,27,13,5.35,378,26,0,1
3,1,0.67,0,0,0.0,0,0,5,0,1,0,0.15,0,122,1,3
10,7,1.94,0,0,0.0,0,0,2,2,5,4,0.98,90,122,0,2
3,2,0.59,3,2,0.53,0,1,9,4,16,9,3.23,151,51,1,1
8,7,1.64,8,4,1.65,0,1,6,1,12,6,2.35,194,106,0,0
9,6,1.9,2,2,0.55,0,2,2,3,8,5,1.61,113,89,0,2
1,0,0.25,5,2,1.07,2,1,0,11,19,13,3.69,222,62,0,1
0,0,0.0,0,0,0.0,1,1,2,4,27,23,5.35,676,43,0,1
5,4,0.97,2,2,0.42,0,0,2,3,1,0,0.16,0,206,1,2
0,0,0.0,9,4,1.75,0,1,3,2,22,13,4.38,427,55,0,1
2,2,0.44,5,1,0.96,1,1,4,4,11,8,2.16,241,132,1,1
9,7,1.8,6,3,1.23,1,0,3,13,22,7,4.42,127,94,0,0
5,0,0.99,1,1,0.24,1,2,13,1,17,3,3.36,171,79,0,1
6,4,1.3,2,2,0.35,0,1,2,0,28,15,5.62,251,26,1,0
0,0,0.0,0,0,0.0,2,2,7,0,0,0,0.0,26,113,1,3
1,0,0.22,0,0,0.0,1,0,3,1,4,0,0.8,35,149,0,3
3,3,0.61,1,0,0.22,0,2,4,0,7,3,1.4,83,172,0,2
7,3,1.34,7,4,1.42,0,0,10,1,19,5,3.73,74,108,0,0
2,0,0.4,5,5,1.02,0,0,13,1,3,2,0.6,15,167,1,3
0,0,0.0,0,0,0.0,0,3,0,1,12,6,2.41,110,180,0,3
0,0,0.0,4,3,0.89,2,1,0,3,11,6,2.24,194,132,1,1
3,1,0.63,0,0,0.0,0,1,5,9,16,9,3.17,182,47,0,1
0,0,0.0,2,0,0.4,2,3,1,1,9,7,1.77,105,153,0,3
5,4,1.03,5,4,0.94,1,1,6,5,3,0,0.57,18,184,1,2
1,0,0.17,0,0,0.0,0,2,4,2,5,4,1.0,87,150,1,3
0,0,0.0,2,0,0.33,0,0,2,2,18,11,3.53,230,24,1,1
0,0,0.0,4,1,0.88,1,0,2,8,17,7,3.42,99,171,0,1
3,3,0.7,1,1,0.19,1,0,9,6,13,7,2.5,62,123,1,2
1,1,0.28,3,3,0.57,1,2,11,5,7,3,1.39,67,167,1,3
1,1,0.22,0,0,0.0,1,1,0,6,23,11,4.5,257,97,1,1
5,4,1.0,2,2,0.38,0,0,1,5,28,16,5.56,378,56,1,0
7,2,1.4,0,0,0.0,1,1,1,15,21,10,4.21,107,127,0,2
14,6,2.78,8,2,1.56,3,0,9,4,17,13,3.39,242,159,0,0
1,0,0.11,2,0,0.43,0,3,13,11,24,7,4.74,169,84,0,1
0,0,0.0,0,0,0.0,0,1,0,4,20,8,4.01,196,17,0,1
1,1,0.3,1,0,0.25,2,3,8,4,3,1,0.46,105,132,1,3
2,0,0.41,7,2,1.32,1,0,0,3,11,3,2.18,135,171,0,1
8,6,1.57,6,5,1.14,0,0,1,1,17,8,3.34,133,94,0,0
1,1,0.21,5,2,0.97,0,1,1,2,9,3,1.81,69,91,0,1
3,2,0.59,2,1,0.46,2,3,6,4,6,6,1.07,129,201,0,1
2,1,0.35,8,4,1.53,0,1,8,5,24,8,4.75,140,38,1,1
0,0,0.0,1,1,0.16,0,3,8,10,16,7,3.15,62,53,1,1
2,2,0.4,2,2,0.47,1,0,9,11,20,10,4.02,217,88,1,1
0,0,0.0,3,3,0.63,2,2,1,5,20,14,3.94,181,52,0,1
4,1,0.8,2,2,0.45,2,2,4,12,24,18,4.76,433,51,0,0
3,3,0.6,4,3,0.8,0,1,4,2,17,4,3.38,83,125,1,1
4,4,0.84,2,1,0.49,0,1,1,0,7,5,1.39,65,192,0,2
1,0,0.19,2,2,0.33,0,2,6,0,18,8,3.58,146,83,1,1
2,2,0.35,8,6,1.59,1,1,2,7,18,7,3.58,139,97,0,1
5,4,1.01,2,1,0.39,1,0,2,3,22,11,4.37,192,53,1,0
7,5,1.45,8,6,1.59,0,0,1,16,19,13,3.9,266,75,1,0
11,10,2.17,1,1,0.14,1,1,0,0,22,14,4.28,271,41,1,0
1,0,0.28,2,0,0.43,2,1,3,4,0,0,0.0,1,183,1,3
8,3,1.61,0,0,0.0,0,1,6,12,22,8,4.37,259,90,0,0
1,1,0.18,7,1,1.33,0,1,2,5,18,14,3.63,419,76,0,1
4,4,0.77,0,0,0.0,0,0,10,6,19,10,3.82,311,44,0,0
6,5,1.21,5,3,0.96,0,0,5,4,1,0,0.25,2,170,1,2
3,1,0.6,4,1,0.81,2,0,11,0,25,12,4.97,158,83,0,1
0,0,0.0,7,5,1.41,1,1,6,0,17,8,3.44,187,144,1,1
4,4,0.88,0,0,0.0,0,3,4,0,25,15,4.94,218,101,0,0
0,0,0.0,0,0,0.0,0,3,1,3,14,9,2.83,144,112,0,3
1,0,0.28,9,7,1.78,0,3,1,8,25,15,4.98,442,69,0,1
8,6,1.55,6,2,1.17,2,0,4,5,16,6,3.19,215,107,1,0
0,0,0.0,4,0,0.9,2,0,0,4,22,14,4.31,315,55,0,1
2,1,0.47,1,0,0.14,0,2,15,1,1,0,0.11,0,116,1,3
4,3,0.86,0,0,0.0,0,2,2,6,21,12,4.16,258,97,0,2
4,3,0.82,1,0,0.2,0,0,2,12,18,6,3.57,188,59,0,2
5,1,1.05,3,3,0.55,3,2,1,0,3,3,0.54,40,123,0,3
0,0,0.0,3,2,0.6,2,1,1,3,13,8,2.63,349,199,1,1
2,2,0.35,10,7,1.92,0,3,0,3,16,8,3.14,180,35,1,1
0,0,0.0,0,0,0.0,1,3,0,3,7,3,1.42,68,180,1,3
6,3,1.15,3,1,0.58,1,0,6,3,3,1,0.58,13,142,0,2
4,0,0.74,2,0,0.36,2,0,4,5,7,3,1.43,94,99,1,3
7,3,1.41,2,2,0.39,0,1,4,5,21,10,4.11,310,91,1,0
3,2,0.57,1,0,0.17,1,0,3,0,6,5,1.11,151,87,1,3
1,1,0.28,3,3,0.58,0,0,0,6,23,10,4.6,256,99,0,1
8,3,1.68,2,1,0.44,2,3,1,3,6,5,1.24,62,204,0,2
4,3,0.94,0,0,0.0,2,2,5,8,2,0,0.41,34,189,1,2
1,0,0.13,7,1,1.26,0,2,2,4,15,9,2.94,225,131,1,1
11,6,2.14,0,0,0.0,0,3,16,0,26,13,5.2,324,64,0,0
2,2,0.44,0,0,0.0,2,0,1,3,0,0,0.0,0,172,1,3
0,0,0.0,0,0,0.0,2,2,0,5,8,2,1.53,61,118,0,3
6,2,1.16,5,3,1.02,1,1,2,6,27,16,5.39,421,38,1,0
6,4,1.18,0,0,0.0,2,3,0,5,0,0,0.0,0,187,0,2
0,0,0.0,1,0,0.18,1,0,1,2,16,9,3.19,342,22,0,1
13,4,2.63,6,4,1.21,0,2,7,5,19,13,3.71,506,133,1,0
6,4,1.11,6,5,1.15,0,3,2,3,4,4,0.84,40,120,0,2
6,4,1.22,7,1,1.35,2,1,6,5,19,6,3.75,128,111,0,0
15,13,2.99,2,2,0.35,3,1,10,5,13,10,2.55,247,133,0,0
3,1,0.56,3,0,0.56,0,3,0,1,4,2,0.82,69,100,0,3
4,0,0.87,5,2,0.98,2,0,4,6,23,7,4.56,150,83,0,1
1,1,0.18,2,2,0.47,0,0,5,8,18,11,3.51,215,53,1,1
7,7,1.38,0,0,0.0,0,0,2,0,7,6,1.47,125,139,0,2
7,2,1.39,2,2,0.43,1,2,7,0,24,15,4.78,261,32,0,0
12,6,2.48,5,5,1.01,1,2,4,3,0,0,0.0,2,269,1,2
1,0,0.21,0,0,0.0,2,2,2,1,0,0,0.0,1,125,0,3
0,0,0.0,4,1,0.7,2,1,1,0,7,5,1.39,58,104,1,3
1,1,0.24,0,0,0.0,0,3,2,1,17,16,3.38,230,38,0,1
7,0,1.29,3,2,0.61,0,1,5,2,8,8,1.65,111,148,1,2
6,5,1.21,2,2,0.4,3,3,2,0,18,8,3.66,60,66,0,2
6,5,1.21,3,1,0.65,0,3,4,0,10,4,1.97,79,233,0,2
4,4,0.84,8,3,1.59,2,1,7,6,22,9,4.41,296,78,1,0
2,2,0.41,0,0,0.0,0,0,3,0,13,6,2.62,167,147,0,1
0,0,0.0,0,0,0.0,0,0,0,1,1,1,0.23,9,101,0,3
0,0,0.0,2,0,0.41,2,1,1,6,24,8,4.83,304,85,1,1
1,1,0.23,3,3,0.62,1,2,3,0,1,0,0.24,0,120,0,3
0,0,0.0,0,0,0.0,0,0,4,4,17,11,3.4,146,113,0,1
0,0,0.0,1,1,0.28,1,0,3,3,23,12,4.54,164,33,0,1
5,0,0.96,6,3,1.25,0,2,1,3,14,6,2.8,158,129,1,1
12,6,2.4,1,0,0.2,0,1,7,0,17,8,3.33,104,73,0,0
4,1,0.8,5,4,1.01,0,1,8,4,19,6,3.8,204,89,0,1
9,7,1.74,6,6,1.22,1,2,4,9,21,11,4.19,261,44,0,0
0,0,0.0,0,0,0.0,0,1,5,12,13,9,2.51,110,46,0,1
7,5,1.36,7,2,1.48,0,2,5,0,16,4,3.16,80,127,0,2
5,5,1.07,0,0,0.0,0,2,5,5,4,2,0.76,21,187,0,2
1,0,0.21,5,1,0.99,2,2,9,9,24,17,4.81,207,9,1,1
4,0,0.8,0,0,0.0,0,0,2,4,14,7,2.77,150,119,0,1
0,0,0.0,3,0,0.65,0,1,6,0,23,13,4.5,283,122,0,1
0,0,0.0,0,0,0.0,1,1,10,9,18,13,3.6,155,86,1,1
5,5,1.0,0,0,0.0,2,0,3,5,0,0,0.0,0,185,0,2
1,1,0.21,1,0,0.24,0,2,4,9,19,11,3.78,301,64,0,1
3,3,0.67,0,0,0.0,0,0,8,0,20,9,3.92,235,34,0,2
2,1,0.44,5,0,1.0,0,0,9,6,19,9,3.81,77,25,1,1
0,0,0.0,3,3,0.68,2,1,1,0,16,8,3.17,206,92,1,1
9,2,1.68,3,1,0.64,0,0,12,12,19,13,3.77,179,44,0,0
0,0,0.0,1,0,0.14,1,0,0,1,19,10,3.71,291,75,1,1
6,2,1.12,2,2,0.42,3,1,6,11,21,16,4.11,522,125,1,0
5,2,1.02,7,5,1.31,0,2,4,9,24,11,4.97,186,79,0,0
4,1,0.71,6,3,1.22,1,1,1,4,26,15,5.11,536,106,0,0
4,0,0.85,4,1,0.75,2,0,8,11,23,12,4.47,257,94,0,0
2,0,0.48,4,4,0.81,2,0,3,5,19,12,3.76,336,77,0,1
5,4,0.99,4,2,0.83,0,1,6,2,15,8,2.97,258,106,1,2
3,0,0.62,4,0,0.77,0,2,7,4,1,1,0.15,19,189,1,3
14,7,2.88,5,5,1.08,1,2,7,0,20,10,3.93,146,157,0,0
3,1,0.7,3,2,0.55,0,1,4,4,9,6,1.78,159,194,0,1
1,0,0.28,8,3,1.49,0,2,6,5,21,7,4.19,200,42,1,1
0,0,0.0,0,0,0.0,0,3,6,4,22,13,4.3,434,61,0,1
9,3,1.88,6,4,1.27,0,0,6,8,21,10,4.15,175,109,0,0
4,2,0.75,0,0,0.0,0,0,0,2,13,6,2.58,104,52,0,2
8,2,1.57,1,0,0.17,1,1,3,3,6,5,1.18,43,166,1,2
4,2,0.85,6,2,1.12,2,1,0,3,21,12,4.14,150,56,0,1
5,2,1.0,6,1,1.17,3,0,4,1,16,8,3.13,198,103,0,1
12,8,2.43,8,4,1.54,0,1,4,0,1,0,0.29,0,268,0,2
1,0,0.25,3,3,0.61,0,0,4,3,20,6,3.86,184,91,1,1
7,5,1.45,9,3,1.82,0,2,4,3,18,14,3.63,261,23,0,0
0,0,0.0,3,2,0.55,1,0,10,3,20,13,3.92,337,27,0,1
2,0,0.43,7,4,1.38,1,3,0,11,20,11,3.99,199,22,1,1
2,0,0.37,7,4,1.47,1,0,2,5,16,12,3.18,367,47,0,1
3,3,0.61,0,0,0.0,1,3,7,0,19,10,3.72,232,92,1,2
1,0,0.18,0,0,0.0,0,1,7,3,7,7,1.38,166,183,0,3
9,2,1.78,0,0,0.0,0,3,0,1,1,1,0.18,0,114,0,2
4,3,0.77,0,0,0.0,0,3,0,10,17,6,3.38,112,51,0,2
2,1,0.44,8,4,1.65,0,0,10,7,18,14,3.64,126,61,0,1
7,6,1.39,2,0,0.38,2,0,1,5,0,0,0.0,1,171,0,2
2,0,0.39,0,0,0.0,2,2,2,2,1,1,0.16,2,162,1,3
6,3,1.18,0,0,0.0,0,0,2,12,16,7,3.2,173,90,1,2
6,4,1.23,5,0,0.98,0,3,3,0,24,19,4.82,195,33,0,0
5,5,0.96,7,6,1.36,0,0,3,7,17,7,3.36,139,106,0,0
6,3,1.28,2,0,0.4,1,0,5,9,14,10,2.81,217,80,1,2
1,1,0.17,0,0,0.0,0,0,1,3,15,10,3.1,146,112,1,1
5,0,0.98,4,3,0.78,3,0,2,1,19,9,3.72,234,42,1,1
6,6,1.2,3,3,0.55,0,1,5,13,22,9,4.4,258,89,0,0
1,1,0.22,1,0,0.09,0,2,0,2,10,9,1.94,143,119,0,3
5,5,0.99,3,3,0.53,2,2,14,3,22,14,4.34,184,53,1,0
2,0,0.39,1,1,0.18,0,3,6,0,22,9,4.35,160,83,0,1
4,0,0.85,5,2,0.93,2,0,0,1,23,8,4.59,140,24,0,1
0,0,0.0,3,0,0.57,0,2,4,2,13,7,2.69,87,116,0,3
8,4,1.57,6,3,1.3,3,0,6,4,24,14,4.74,251,76,0,0
7,3,1.36,1,1,0.26,2,0,2,5,1,0,0.25,2,183,1,2
0,0,0.0,1,0,0.16,0,0,0,0,3,3,0.55,47,128,1,3
2,0,0.47,2,0,0.41,0,3,5,7,23,16,4.55,437,91,1,1
7,6,1.37,5,3,0.95,2,1,0,1,19,11,3.84,264,26,0,0
0,0,0.0,4,1,0.88,3,1,2,1,21,11,4.22,372,68,1,1
0,0,0.0,2,2,0.4,1,1,5,2,13,6,2.56,164,146,1,3
0,0,0.0,1,1,0.25,0,1,1,0,7,1,1.36,63,99,1,3
3,0,0.49,3,0,0.56,0,1,2,11,13,7,2.61,58,31,1,1
1,0,0.07,5,4,1.08,0,0,8,3,20,12,3.94,274,105,0,1
0,0,0.0,2,1,0.38,2,0,0,4,24,16,4.75,287,80,0,1
9,5,1.82,1,1,0.11,3,1,0,9,21,15,4.15,289,56,0,0
2,2,0.38,5,2,0.99,3,1,5,3,18,9,3.57,267,75,1,1
15,10,2.98,2,2,0.37,3,0,12,4,15,6,2.95,245,132,0,0
0,0,0.0,11,8,2.25,0,0,8,3,3,2,0.51,20,153,0,1
2,2,0.41,0,0,0.0,0,0,9,9,23,14,4.65,163,78,0,0
9,6,1.84,7,2,1.43,1,1,4,1,23,19,4.61,338,94,0,0
5,5,0.96,1,1,0.17,0,2,9,8,23,7,4.57,216,105,1,0
1,0,0.21,2,2,0.36,0,2,4,1,14,13,2.75,239,116,0,1
1,0,0.16,0,0,0.0,0,1,0,14,20,12,4.04,202,97,0,1
1,1,0.2,2,1,0.43,1,0,12,13,15,8,3.0,312,97,1,1
8,3,1.57,2,0,0.32,2,3,2,5,23,17,4.54,267,65,1,0
6,4,1.25,1,0,0.25,0,2,8,0,17,13,3.4,171,149,0,2
0,0,0.0,5,5,1.05,0,0,4,7,18,9,3.58,113,36,0,1
1,1,0.14,5,0,0.98,1,2,1,5,17,12,3.39,220,39,1,1
0,0,0.0,0,0,0.0,0,3,2,3,7,1,1.43,61,114,1,3
10,4,2.05,0,0,0.0,0,1,0,10,14,5,2.81,154,87,0,0
8,5,1.54,1,0,0.29,1,3,1,9,6,1,1.24,38,157,0,2
1,0,0.19,4,4,0.78,1,0,5,4,18,12,3.67,285,58,0,1
6,3,1.18,3,0,0.65,3,1,5,3,3,0,0.63,18,183,0,2
0,0,0.0,2,2,0.37,0,0,5,0,17,12,3.5,373,53,1,1
3,3,0.59,4,2,0.8,2,0,1,4,22,7,4.43,276,81,0,1
6,4,1.22,5,2,1.03,0,3,6,4,24,16,4.76,255,78,0,0
2,2,0.36,3,3,0.58,2,0,0,0,8,5,1.51,48,92,0,1
5,4,0.99,2,0,0.32,0,0,0,2,10,6,2.05,58,167,0,2
2,2,0.39,6,2,1.19,0,1,7,6,25,8,4.9,81,89,1,1
3,3,0.69,0,0,0.0,0,3,11,2,16,5,3.19,96,80,0,2
4,2,0.82,4,1,0.76,1,0,2,2,21,13,4.21,405,80,0,0
0,0,0.0,0,0,0.0,0,0,2,3,13,6,2.53,272,103,0,3
5,1,1.09,1,0,0.2,2,1,2,0,0,0,0.0,2,143,1,3
5,3,1.01,7,3,1.37,2,3,1,2,20,6,3.92,162,76,0,0
3,0,0.59,4,1,0.74,0,0,0,2,12,7,2.49,129,43,0,1
2,0,0.35,0,0,0.0,0,0,1,5,0,0,0.0,0,196,0,3
0,0,0.0,0,0,0.0,0,1,7,6,15,10,2.95,124,22,0,1
6,0,1.09,2,0,0.33,0,1,1,0,24,12,4.69,405,79,0,0
1,0,0.24,4,3,0.8,0,0,5,2,13,6,2.54,76,151,0,1
6,3,1.22,2,2,0.44,2,3,3,1,18,7,3.55,60,67,1,2
2,0,0.39,2,1,0.41,0,2,0,0,6,2,1.16,67,191,0,3
13,2,2.59,8,6,1.54,0,3,4,11,21,11,4.21,401,181,1,0
6,3,1.15,0,0,0.0,0,1,5,3,10,7,1.92,126,199,0,2
7,1,1.42,0,0,0.0,0,0,5,0,0,0,0.0,2,174,0,2
0,0,0.0,6,2,1.21,2,0,0,2,24,9,4.68,288,96,0,1
6,2,1.19,9,5,1.8,0,1,2,11,19,12,3.77,141,107,1,0
1,1,0.14,1,0,0.1,0,3,4,1,1,0,0.16,0,166,0,3
2,0,0.35,0,0,0.0,0,3,3,0,7,5,1.44,90,198,1,3
5,3,1.05,0,0,0.0,0,3,4,0,22,14,4.44,183,72,0,2
0,0,0.0,8,1,1.67,2,0,0,5,24,19,4.81,517,21,1,1
4,4,0.74,1,1,0.25,2,2,7,3,21,13,4.2,356,34,0,0
10,10,2.03,2,1,0.4,0,1,8,1,24,9,4.76,283,86,1,0
8,4,1.56,5,1,1.03,0,3,2,10,22,14,4.44,484,38,1,0
0,0,0.0,0,0,0.0,0,1,6,15,26,19,5.12,503,102,0,1
3,2,0.66,3,3,0.59,0,0,4,11,20,9,4.0,185,76,0,1
8,6,1.59,4,0,0.86,0,0,10,6,27,13,5.42,326,103,0,0
4,4,0.79,3,1,0.57,1,2,1,5,19,14,3.82,163,50,0,0
7,5,1.32,7,3,1.39,1,1,7,2,21,5,4.2,133,130,1,0
1,1,0.18,6,2,1.25,0,1,0,3,0,0,0.0,1,193,0,3
1,0,0.17,1,0,0.15,1,3,9,5,26,10,5.21,109,53,0,1
2,2,0.42,0,0,0.0,0,1,3,5,8,3,1.58,169,92,0,3
7,4,1.37,0,0,0.0,0,0,2,5,4,0,0.87,47,103,0,2
0,0,0.0,7,2,1.42,2,0,11,13,22,13,4.48,356,18,0,1
11,2,2.22,0,0,0.0,0,0,7,8,13,8,2.49,275,120,0,0
2,1,0.41,5,4,1.06,2,0,0,4,24,10,4.75,212,56,1,1
1,0,0.24,3,3,0.64,2,0,0,0,1,1,0.14,10,99,0,3
1,1,0.21,1,1,0.28,0,0,9,9,7,2,1.36,69,165,1,3
1,0,0.24,4,2,0.81,0,0,2,5,14,6,2.79,135,72,0,1
3,0,0.59,3,3,0.57,0,0,4,4,2,0,0.42,65,114,0,3
4,2,0.8,0,0,0.0,0,0,1,0,15,6,2.97,153,118,1,2
8,5,1.56,2,2,0.39,0,3,0,0,19,7,3.81,223,135,0,0
0,0,0.0,3,0,0.55,0,3,1,0,21,10,4.14,162,91,1,1
5,5,1.07,0,0,0.0,0,1,6,7,18,9,3.56,349,115,0,0
4,0,0.82,0,0,0.0,0,3,0,2,11,5,2.22,78,105,0,3
6,5,1.12,3,3,0.58,0,2,4,4,1,1,0.18,0,219,1,2
4,4,0.85,6,2,1.2,3,3,9,1,18,9,3.51,177,82,0,0
4,1,0.81,0,0,0.0,1,2,15,8,11,4,2.3,152,167,1,2
2,0,0.36,1,0,0.28,0,1,3,10,9,4,1.84,153,95,0,3
5,3,1.09,3,0,0.61,2,3,0,1,14,6,2.79,174,101,1,2
1,0,0.26,5,0,1.09,0,1,0,2,6,2,1.24,42,114,0,3
0,0,0.0,2,0,0.33,0,1,9,0,9,4,1.81,100,128,1,3
7,2,1.41,4,2,0.84,2,1,8,5,26,17,5.09,305,39,0,0
9,7,1.82,3,0,0.61,1,3,4,8,24,5,4.78,128,42,0,0
0,0,0.0,0,0,0.0,0,1,5,3,20,8,3.94,321,18,0,1
15,4,3.04,5,5,0.93,0,1,0,0,2,0,0.4,0,272,0,2
3,2,0.61,6,1,1.22,3,1,16,7,20,7,4.0,74,99,1,1
0,0,0.0,0,0,0.0,0,3,0,5,0,0,0.0,28,104,1,3
0,0,0.0,4,1,0.82,2,2,6,4,9,5,1.74,210,109,0,1
0,0,0.0,0,0,0.0,0,1,2,6,14,10,2.74,190,152,0,1
9,5,1.75,3,3,0.61,1,1,2,8,16,6,3.16,215,106,1,0
0,0,0.0,0,0,0.0,1,0,7,1,14,6,2.86,111,176,1,3
3,3,0.53,0,0,0.0,0,0,8,2,0,0,0.0,0,125,1,3
2,0,0.41,2,0,0.38,0,2,2,7,18,5,3.6,166,63,1,1
0,0,0.0,2,2,0.41,1,1,10,6,16,7,3.18,136,115,0,1
0,0,0.0,7,4,1.4,2,0,8,16,21,13,4.15,338,32,0,1
9,5,1.73,3,3,0.58,0,1,14,10,17,12,3.39,261,99,0,0
0,0,0.0,0,0,0.0,1,3,10,2,14,8,2.82,243,101,1,1
2,0,0.4,2,2,0.48,0,1,1,1,0,0,0.0,15,99,0,3
0,0,0.0,5,4,0.97,1,0,7,4,1,0,0.14,0,132,0,3
4,2,0.81,7,4,1.42,1,0,5,8,16,9,3.2,153,64,0,1
1,1,0.16,6,4,1.22,0,1,8,0,22,9,4.45,182,82,0,1
4,1,0.76,4,4,0.8,0,2,5,5,17,10,3.39,151,62,0,1
4,1,0.87,3,0,0.62,2,3,1,22,18,8,3.63,205,52,0,0
0,0,0.0,14,8,2.82,2,0,0,0,22,14,4.46,391,99,1,1
4,4,0.79,0,0,0.0,0,2,7,1,18,10,3.59,262,51,1,2
4,3,0.77,5,4,1.0,1,1,6,13,15,10,2.98,367,46,1,0
2,0,0.34,8,2,1.6,1,1,9,5,16,10,3.2,334,58,0,1
2,0,0.5,5,4,0.95,3,3,6,8,23,11,4.64,348,95,1,1
2,2,0.4,0,0,0.0,0,0,7,4,10,5,1.98,125,203,1,3
2,0,0.34,1,1,0.2,1,0,7,1,4,2,0.74,70,130,0,3
5,3,1.04,5,1,1.1,1,3,2,5,18,10,3.6,156,77,1,0
4,4,0.83,2,2,0.36,0,0,4,4,19,15,3.82,163,52,1,0
2,2,0.34,6,2,1.25,0,3,4,1,22,9,4.39,199,54,0,1
0,0,0.0,1,1,0.22,0,1,0,2,2,0,0.42,29,184,1,3
0,0,0.0,4,2,0.85,0,0,1,0,18,6,3.58,150,48,1,1
3,1,0.64,3,1,0.56,0,0,4,1,6,2,1.18,29,138,0,3
4,0,0.76,0,0,0.0,0,0,10,7,6,4,1.26,87,203,1,3
1,0,0.11,5,1,0.99,0,2,9,5,13,9,2.49,222,162,0,1
5,2,1.01,4,4,0.84,1,0,2,4,24,5,4.77,97,129,0,0
2,2,0.44,2,2,0.38,1,2,0,0,6,1,1.14,97,160,0,3
0,0,0.0,3,2,0.59,2,0,0,8,11,6,2.18,54,201,0,3
4,1,0.78,5,3,1.1,2,3,4,9,26,19,5.18,432,50,0,0
2,0,0.48,2,1,0.36,0,3,0,1,0,0,0.0,0,185,1,3
6,5,1.1,4,4,0.85,2,1,10,2,19,9,3.78,204,89,0,0
6,6,1.24,9,2,1.75,4,3,11,2,17,11,3.45,238,55,0,0
